Concurso	Data do Sorteio	Coluna1	Coluna2	Coluna3	Coluna4	Coluna5	Coluna6
696	03/09/05	9	16	34	37	53	57
697	10/09/05	28	31	32	35	51	53
698	14/09/05	8	12	22	27	43	55
699	19/09/05	17	23	48	50	53	54
700	21/09/05	2	3	14	24	31	40
701	24/09/05	1	13	23	31	48	60
702	28/09/05	1	18	45	56	57	58
703	01/10/05	2	11	24	27	30	45
704	05/10/05	2	4	18	27	34	50
705	08/10/05	3	11	13	15	26	43
706	15/10/05	2	7	10	17	22	60
707	19/10/05	1	8	10	36	43	51
708	22/10/05	7	9	13	39	45	47
709	26/10/05	4	6	9	22	29	44
710	29/10/05	5	25	34	39	46	49
711	05/11/05	5	10	33	40	41	59
712	09/11/05	7	8	35	43	53	58
713	12/11/05	1	12	16	26	46	54
714	16/11/05	7	8	17	35	39	53
715	19/11/05	4	12	24	33	36	54
716	23/11/05	2	7	16	29	32	50
717	26/11/05	6	17	23	28	35	41
718	30/11/05	7	21	33	35	39	58
719	03/12/05	3	32	37	39	47	53
720	07/12/05	12	31	44	51	54	56
721	10/12/05	3	14	23	25	36	55
722	14/12/05	9	18	36	44	57	60
723	17/12/05	1	6	16	36	50	52
724	21/12/05	17	27	34	48	51	55
725	31/12/05	3	9	35	37	41	49
726	04/01/06	1	5	7	37	40	47
727	07/01/06	4	12	14	30	42	59
728	11/01/06	8	13	24	32	42	44
729	14/01/06	5	18	33	43	56	57
730	18/01/06	2	15	16	45	50	54
731	21/01/06	6	15	16	23	28	35
732	25/01/06	6	17	19	49	50	53
733	28/01/06	2	12	26	31	43	46
734	01/02/06	27	29	43	44	45	54
735	04/02/06	9	15	38	40	42	52
736	08/02/06	1	21	38	41	49	56
737	11/02/06	11	12	24	32	33	38
738	15/02/06	14	15	26	30	42	54
739	18/02/06	6	10	35	45	49	56
740	22/02/06	12	16	28	29	47	50
741	25/02/06	24	26	27	36	39	59
742	01/03/06	2	7	17	34	41	50
743	04/03/06	20	23	25	32	54	60
744	08/03/06	4	12	23	26	39	46
745	11/03/06	2	16	21	37	43	57
746	15/03/06	1	10	12	25	49	57
747	18/03/06	2	3	12	21	23	56
748	22/03/06	1	2	7	19	35	51
749	25/03/06	4	24	47	48	50	57
750	29/03/06	10	17	33	42	54	58
751	01/04/06	4	7	20	25	38	50
752	05/04/06	4	23	24	25	29	42
753	08/04/06	2	7	22	35	43	59
754	12/04/06	3	4	13	34	42	50
755	15/04/06	4	12	30	47	49	59
756	19/04/06	5	27	37	38	41	50
757	22/04/06	12	17	18	30	32	58
758	26/04/06	1	23	36	43	47	59
759	29/04/06	30	31	39	45	48	59
760	03/05/06	12	17	44	45	46	60
761	06/05/06	13	17	27	29	40	56
762	10/05/06	9	12	21	37	39	54
763	13/05/06	1	9	26	40	47	48
764	18/05/06	3	7	45	47	53	55
765	21/05/06	3	10	16	30	37	50
766	24/05/06	1	19	24	42	50	58
767	27/05/06	15	22	32	38	50	54
768	31/05/06	4	8	30	33	37	59
769	03/06/06	12	16	20	21	29	50
770	07/06/06	4	12	25	34	35	48
771	10/06/06	14	21	29	34	46	47
772	14/06/06	10	35	38	51	52	60
773	17/06/06	3	5	14	29	34	51
774	21/06/06	5	10	37	46	54	58
775	24/06/06	12	27	42	46	47	50
776	28/06/06	3	15	35	41	57	60
777	01/07/06	2	14	23	28	50	56
778	05/07/06	20	31	36	37	45	51
779	08/07/06	25	26	29	36	52	54
780	12/07/06	7	10	28	50	51	59
781	15/07/06	8	10	13	39	54	56
782	19/07/06	2	11	23	35	42	59
783	22/07/06	4	8	21	32	43	48
784	26/07/06	8	27	37	42	53	56
785	29/07/06	5	8	17	35	37	48
786	02/08/06	10	11	26	27	31	41
787	05/08/06	20	31	34	37	54	60
788	09/08/06	17	19	29	31	44	57
789	12/08/06	6	31	38	39	50	60
790	16/08/06	2	6	19	22	28	43
791	19/08/06	9	14	19	35	42	58
792	23/08/06	9	29	34	43	45	56
793	26/08/06	3	15	16	33	51	57
794	30/08/06	3	38	42	47	55	56
795	02/09/06	14	21	26	29	36	48
796	06/09/06	5	19	24	34	39	43
797	09/09/06	6	12	47	48	52	58
798	13/09/06	3	4	9	29	32	52
799	16/09/06	19	29	35	42	55	57
800	20/09/06	1	7	11	37	38	56
801	23/09/06	11	19	20	22	42	48
802	27/09/06	6	14	18	24	48	60
803	30/09/06	3	5	10	21	28	57
804	04/10/06	3	13	37	47	56	59
805	07/10/06	2	30	36	43	48	60
806	12/10/06	18	26	35	41	47	60
807	14/10/06	2	8	27	32	49	56
808	18/10/06	2	15	21	31	46	57
809	21/10/06	5	11	15	23	25	30
810	25/10/06	1	4	5	33	37	48
811	28/10/06	10	28	32	41	47	57
812	01/11/06	11	13	38	39	54	57
813	04/11/06	9	15	23	45	46	56
814	08/11/06	2	8	11	41	46	50
815	11/11/06	9	19	37	39	50	57
816	16/11/06	20	21	30	40	47	52
817	18/11/06	10	29	30	34	43	52
818	22/11/06	8	9	22	25	41	44
819	25/11/06	5	19	25	46	51	58
820	29/11/06	10	17	21	32	45	46
821	02/12/06	4	29	33	36	38	42
822	06/12/06	4	10	17	27	41	52
823	09/12/06	1	15	26	51	54	59
824	13/12/06	6	7	9	20	33	48
825	16/12/06	10	21	28	40	41	47
826	19/12/06	6	7	8	27	45	53
827	21/12/06	18	24	30	42	51	56
828	23/12/06	23	28	38	42	50	53
829	31/12/06	10	14	32	47	50	56
830	03/01/07	2	13	41	49	51	53
831	06/01/07	3	32	33	42	48	50
832	10/01/07	15	17	23	33	39	49
833	13/01/07	13	16	46	53	57	58
834	17/01/07	10	16	17	34	44	51
835	20/01/07	18	31	33	49	57	58
836	24/01/07	17	22	28	38	52	59
837	27/01/07	5	6	16	24	34	60
838	31/01/07	9	23	30	38	44	47
839	03/02/07	7	8	11	18	37	43
840	07/02/07	17	29	31	35	43	59
841	10/02/07	7	22	32	36	38	51
842	14/02/07	7	9	30	44	51	60
843	17/02/07	1	16	34	36	45	48
844	24/02/07	16	24	34	44	54	57
845	28/02/07	14	19	20	40	48	52
846	03/03/07	2	3	44	47	50	54
847	07/03/07	14	15	27	42	44	48
848	10/03/07	17	27	32	34	47	56
849	14/03/07	8	9	39	44	49	58
850	17/03/07	7	22	25	44	59	60
851	21/03/07	3	16	19	32	35	58
852	24/03/07	6	14	23	34	38	44
853	28/03/07	30	38	46	51	56	59
854	31/03/07	3	17	24	25	27	44
855	04/04/07	3	24	31	42	43	53
856	07/04/07	11	15	40	41	42	47
857	11/04/07	2	3	17	49	50	59
858	14/04/07	4	18	23	31	37	54
859	18/04/07	9	12	34	46	47	57
860	23/04/07	2	8	17	22	42	44
861	25/04/07	39	40	42	47	59	60
862	28/04/07	2	8	11	12	19	35
863	02/05/07	15	24	32	50	53	57
864	05/05/07	8	11	31	33	42	57
865	09/05/07	23	26	27	41	51	53
866	12/05/07	5	27	36	40	46	48
867	16/05/07	10	19	26	28	44	54
868	19/05/07	21	22	25	40	51	57
869	23/05/07	27	29	42	49	50	51
870	26/05/07	8	21	34	40	43	52
871	30/05/07	1	5	10	17	47	58
872	02/06/07	5	18	31	43	55	58
873	06/06/07	4	19	30	34	57	59
874	09/06/07	10	20	42	44	52	59
875	13/06/07	18	20	24	36	53	58
876	16/06/07	4	8	12	41	45	60
877	20/06/07	13	15	20	28	31	36
878	23/06/07	11	12	37	38	43	54
879	27/06/07	10	28	29	35	42	46
880	30/06/07	25	30	37	46	49	51
881	04/07/07	4	18	24	43	51	56
882	07/07/07	17	41	42	44	45	60
883	11/07/07	21	32	37	52	53	60
884	14/07/07	2	11	12	14	22	39
885	18/07/07	4	13	31	33	47	51
886	21/07/07	17	33	37	50	55	59
887	25/07/07	1	12	21	32	34	44
888	28/07/07	24	40	50	52	54	60
889	01/08/07	20	24	34	39	54	60
890	04/08/07	7	9	17	21	22	54
891	08/08/07	15	16	19	22	34	35
892	11/08/07	1	19	42	44	49	52
893	15/08/07	3	18	26	51	53	56
894	18/08/07	20	24	28	37	41	44
895	22/08/07	2	41	43	55	57	58
896	25/08/07	5	11	22	31	35	41
897	29/08/07	7	21	22	43	46	57
898	01/09/07	3	4	8	30	45	54
899	05/09/07	18	20	36	53	54	58
900	08/09/07	4	18	21	34	38	59
901	12/09/07	13	16	32	33	34	56
902	15/09/07	18	23	50	52	55	58
903	19/09/07	5	17	20	32	41	55
904	22/09/07	32	44	48	51	53	59
905	26/09/07	2	4	15	16	55	57
906	29/09/07	7	14	24	29	35	39
907	03/10/07	9	36	37	41	51	53
908	06/10/07	1	9	19	25	50	52
909	10/10/07	17	22	26	28	38	42
910	13/10/07	3	15	27	29	36	53
911	17/10/07	1	6	28	29	46	49
912	20/10/07	4	19	21	26	29	54
913	24/10/07	14	30	36	38	46	59
914	27/10/07	9	12	23	33	45	51
915	31/10/07	17	20	26	28	48	49
916	03/11/07	5	28	33	36	37	38
917	07/11/07	23	25	30	46	47	59
918	10/11/07	4	8	12	38	44	52
919	14/11/07	3	25	31	41	43	60
920	17/11/07	5	17	24	52	55	57
921	21/11/07	1	9	35	41	48	57
922	24/11/07	12	13	19	41	45	49
923	28/11/07	2	15	39	50	53	57
924	01/12/07	2	20	21	27	51	60
925	05/12/07	8	22	36	37	46	52
926	08/12/07	21	33	34	40	41	59
927	12/12/07	19	23	26	31	33	36
928	15/12/07	4	10	32	33	49	60
929	19/12/07	16	27	35	39	49	57
930	22/12/07	20	28	37	46	49	55
931	31/12/07	7	17	19	34	36	39
932	05/01/08	2	17	21	36	42	53
933	09/01/08	8	14	25	39	45	51
934	12/01/08	1	3	21	25	44	48
935	16/01/08	7	13	18	29	31	45
936	19/01/08	5	14	22	29	33	44
937	23/01/08	2	21	22	30	41	52
938	26/01/08	15	27	35	50	57	59
939	30/01/08	6	19	23	37	49	50
940	02/02/08	5	25	31	33	37	51
941	06/02/08	10	11	15	27	53	60
942	09/02/08	5	8	18	42	52	59
943	13/02/08	3	12	23	41	47	58
944	16/02/08	16	37	43	52	58	59
945	20/02/08	4	8	27	44	54	59
946	23/02/08	1	5	12	47	52	59
947	27/02/08	3	5	11	14	33	58
948	01/03/08	22	41	44	46	52	54
949	05/03/08	1	23	41	44	51	52
950	08/03/08	23	41	42	48	49	59
951	12/03/08	14	24	34	39	49	55
952	15/03/08	2	11	18	27	30	54
953	19/03/08	1	16	39	42	48	55
954	22/03/08	5	8	18	24	33	57
955	26/03/08	5	12	21	32	33	35
956	29/03/08	46	47	51	54	57	59
957	02/04/08	24	25	32	34	50	57
958	05/04/08	7	13	22	33	48	51
959	09/04/08	3	5	11	33	39	57
960	12/04/08	6	18	19	33	34	53
961	16/04/08	2	4	16	21	36	53
962	19/04/08	2	11	40	48	49	55
963	23/04/08	15	17	37	48	50	59
964	26/04/08	8	13	20	26	33	42
965	30/04/08	5	30	36	39	57	58
966	03/05/08	1	4	26	28	41	58
967	07/05/08	5	13	14	18	30	57
968	10/05/08	1	4	13	30	51	60
969	14/05/08	13	25	35	41	50	56
970	17/05/08	5	21	28	34	54	57
971	21/05/08	4	11	14	33	44	45
972	24/05/08	15	18	31	33	34	56
973	28/05/08	1	8	30	36	47	53
974	31/05/08	12	16	20	31	38	45
975	04/06/08	9	30	33	37	40	41
976	07/06/08	14	23	25	28	38	53
977	11/06/08	3	5	7	9	17	32
978	14/06/08	12	16	18	27	42	58
979	18/06/08	3	15	28	31	39	51
980	21/06/08	15	17	29	35	36	59
981	25/06/08	1	8	34	41	53	58
982	28/06/08	8	12	24	40	43	49
983	02/07/08	16	22	32	38	40	45
984	05/07/08	4	10	20	43	46	47
985	09/07/08	4	16	18	46	56	59
986	12/07/08	6	15	19	24	31	32
987	16/07/08	13	27	31	34	47	58
988	19/07/08	8	17	46	48	56	60
989	23/07/08	2	21	27	29	32	38
990	26/07/08	2	10	15	18	29	39
991	30/07/08	8	9	15	38	41	60
992	02/08/08	1	4	6	8	25	28
993	06/08/08	5	24	25	26	42	60
994	09/08/08	3	20	29	40	44	58
995	13/08/08	4	16	31	36	54	55
996	16/08/08	7	15	20	21	23	29
997	20/08/08	9	17	18	32	53	55
998	23/08/08	3	4	21	22	28	32
999	27/08/08	18	24	36	44	55	58
1000	30/08/08	29	38	39	49	53	58
1001	03/09/08	12	15	27	37	51	60
1002	06/09/08	3	7	25	31	40	58
1003	10/09/08	5	10	16	23	26	27
1004	13/09/08	29	40	43	44	45	47
1005	17/09/08	4	6	12	37	41	42
1006	20/09/08	2	4	17	33	48	55
1007	24/09/08	4	27	36	37	49	52
1008	27/09/08	7	13	15	34	42	48
1009	01/10/08	1	6	12	29	34	58
1010	04/10/08	2	3	13	37	46	54
1011	08/10/08	2	11	21	30	35	52
1012	11/10/08	14	19	40	47	55	58
1013	15/10/08	7	9	12	19	20	41
1014	18/10/08	8	9	25	41	57	60
1015	22/10/08	3	8	17	26	28	49
1016	25/10/08	5	9	11	20	25	60
1017	29/10/08	6	19	31	34	51	56
1018	01/11/08	9	24	44	51	55	58
1019	05/11/08	4	13	23	29	46	47
1020	08/11/08	1	2	19	32	39	52
1021	12/11/08	2	33	42	43	51	55
1022	16/11/08	5	21	31	39	40	56
1023	19/11/08	2	7	8	18	40	45
1024	22/11/08	18	22	28	29	39	53
1025	26/11/08	10	27	28	29	40	52
1026	29/11/08	6	10	17	33	51	53
1027	03/12/08	18	20	33	44	47	60
1028	06/12/08	20	26	34	51	52	54
1029	10/12/08	5	16	17	20	24	32
1030	13/12/08	1	8	23	37	54	57
1031	17/12/08	24	33	40	43	46	49
1032	20/12/08	15	16	26	29	43	57
1033	24/12/08	5	6	17	33	39	54
1034	27/12/08	1	3	18	20	42	49
1035	31/12/08	1	11	26	51	59	60
1036	03/01/09	10	27	36	39	41	52
1037	07/01/09	4	36	44	46	53	56
1038	10/01/09	6	7	28	35	43	51
1039	14/01/09	2	20	24	27	36	52
1040	17/01/09	1	6	28	39	44	55
1041	21/01/09	10	12	36	44	54	57
1042	24/01/09	13	18	25	30	46	51
1043	28/01/09	14	21	25	48	51	60
1044	31/01/09	10	11	13	35	39	58
1045	04/02/09	1	5	6	17	31	50
1046	07/02/09	28	40	42	54	55	57
1047	11/02/09	1	2	8	10	14	48
1048	14/02/09	3	16	21	28	38	57
1049	18/02/09	2	5	17	29	34	52
1050	21/02/09	14	24	26	33	45	60
1051	25/02/09	7	10	11	13	43	57
1052	28/02/09	8	11	15	16	52	57
1053	04/03/09	15	27	34	42	49	53
1054	07/03/09	13	14	18	27	41	60
1055	11/03/09	12	15	16	20	27	32
1056	14/03/09	6	8	38	50	53	59
1057	18/03/09	2	3	4	15	49	59
1058	21/03/09	18	20	24	45	51	57
1059	25/03/09	1	12	14	16	37	45
1060	28/03/09	1	3	16	18	41	42
1061	01/04/09	9	21	23	30	41	56
1062	04/04/09	2	8	23	33	37	55
1063	08/04/09	1	22	44	47	49	50
1064	11/04/09	4	16	19	28	29	49
1065	15/04/09	7	19	30	39	43	57
1066	18/04/09	6	10	25	32	43	49
1067	22/04/09	4	10	14	25	28	56
1068	25/04/09	25	27	44	47	48	57
1069	29/04/09	9	17	28	45	49	53
1070	02/05/09	5	8	16	23	41	53
1071	06/05/09	5	7	37	43	53	54
1072	09/05/09	9	18	19	43	47	54
1073	13/05/09	8	25	32	34	36	44
1074	16/05/09	3	10	23	29	47	50
1075	20/05/09	10	12	16	21	39	53
1076	23/05/09	4	10	19	32	33	42
1077	27/05/09	5	6	9	11	18	37
1078	30/05/09	3	6	34	41	43	45
1079	03/06/09	5	12	24	28	36	37
1080	06/06/09	11	18	20	34	41	56
1081	10/06/09	9	16	24	29	52	56
1082	13/06/09	4	17	38	40	50	55
1083	17/06/09	10	20	23	28	42	43
1084	20/06/09	5	20	29	33	40	59
1085	24/06/09	12	21	39	40	50	55
1086	27/06/09	2	4	6	10	23	45
1087	01/07/09	3	20	28	32	36	46
1088	04/07/09	6	24	31	35	42	57
1089	08/07/09	2	18	20	32	37	48
1090	11/07/09	9	20	24	36	40	42
1091	15/07/09	17	23	24	27	49	56
1092	18/07/09	1	9	30	33	34	40
1093	22/07/09	19	23	27	38	41	49
1094	25/07/09	9	10	21	36	41	48
1095	29/07/09	10	16	21	23	27	36
1096	01/08/09	3	13	14	16	41	52
1097	05/08/09	1	17	21	33	48	56
1098	08/08/09	11	20	21	30	50	52
1099	12/08/09	14	31	35	38	44	55
1100	15/08/09	7	17	18	33	41	42
1101	19/08/09	6	7	10	12	24	57
1102	22/08/09	9	11	23	35	46	51
1103	26/08/09	10	19	28	41	55	56
1104	29/08/09	2	3	6	35	49	58
1105	02/09/09	1	15	28	43	50	57
1106	05/09/09	4	15	43	47	50	60
1107	09/09/09	3	9	20	36	53	54
1108	12/09/09	7	9	39	43	44	60
1109	16/09/09	6	8	11	14	29	52
1110	19/09/09	6	14	26	28	42	45
1111	23/09/09	4	9	25	32	33	43
1112	26/09/09	4	32	34	43	52	58
1113	30/09/09	3	6	29	36	47	59
1114	03/10/09	3	15	16	22	25	54
1115	07/10/09	18	30	37	41	44	50
1116	10/10/09	4	9	13	17	20	47
1117	14/10/09	1	6	17	27	35	40
1118	17/10/09	8	20	21	43	44	55
1119	21/10/09	10	34	41	44	45	54
1120	24/10/09	7	35	40	44	50	55
1121	28/10/09	4	17	18	54	56	59
1122	31/10/09	26	44	46	49	55	56
1123	04/11/09	4	14	19	39	45	60
1124	07/11/09	7	11	16	18	33	49
1125	11/11/09	3	7	29	33	42	56
1126	14/11/09	4	31	42	52	57	59
1127	18/11/09	5	8	14	24	29	30
1128	21/11/09	8	16	24	39	52	60
1129	25/11/09	12	17	19	32	47	55
1130	28/11/09	5	18	23	32	49	54
1131	02/12/09	1	8	16	34	36	49
1132	05/12/09	12	27	30	33	52	55
1133	09/12/09	5	10	16	21	39	58
1134	12/12/09	9	22	29	36	51	56
1135	16/12/09	4	5	6	19	23	39
1136	19/12/09	7	31	32	34	37	43
1137	22/12/09	19	21	25	28	43	50
1138	24/12/09	2	4	15	18	25	36
1139	26/12/09	9	28	31	36	37	42
1140	31/12/09	10	27	40	46	49	58
1141	02/01/10	9	37	40	50	58	60
1142	06/01/10	3	15	26	28	31	58
1143	09/01/10	3	30	35	44	47	60
1144	13/01/10	1	10	18	19	44	49
1145	16/01/10	3	16	19	24	33	60
1146	20/01/10	6	10	28	33	34	53
1147	23/01/10	6	23	31	33	39	52
1148	27/01/10	27	28	29	32	48	55
1149	30/01/10	7	8	23	36	46	54
1150	03/02/10	15	17	28	31	35	52
1151	06/02/10	1	4	14	21	25	51
1152	10/02/10	14	20	29	36	44	47
1153	13/02/10	6	17	19	34	46	55
1154	17/02/10	4	12	14	21	26	28
1155	20/02/10	20	28	40	41	51	58
1156	24/02/10	9	24	31	44	48	49
1157	27/02/10	9	29	41	43	46	49
1158	03/03/10	23	30	31	54	55	60
1159	06/03/10	5	6	34	46	53	55
1160	10/03/10	1	3	5	18	40	48
1161	13/03/10	4	7	42	47	48	51
1162	17/03/10	18	22	25	30	31	41
1163	20/03/10	5	17	31	47	51	53
1164	24/03/10	6	14	17	26	40	49
1165	27/03/10	20	40	42	52	54	60
1166	31/03/10	22	28	30	31	35	54
1167	03/04/10	20	28	43	51	52	56
1168	07/04/10	4	5	20	47	53	56
1169	10/04/10	1	11	14	23	42	48
1170	14/04/10	11	13	27	34	46	49
1171	17/04/10	3	10	13	30	41	57
1172	20/04/10	6	12	28	43	52	56
1173	24/04/10	5	7	24	25	36	47
1174	28/04/10	6	7	39	47	51	52
1175	30/04/10	2	3	12	16	37	47
1176	05/05/10	11	14	21	30	33	49
1177	08/05/10	33	38	47	50	52	55
1178	12/05/10	1	22	30	45	50	53
1179	15/05/10	5	22	28	47	59	60
1180	19/05/10	12	30	34	44	57	60
1181	22/05/10	18	20	26	31	44	45
1182	26/05/10	2	4	29	52	56	60
1183	29/05/10	5	10	12	20	29	37
1184	02/06/10	4	9	23	27	28	30
1185	05/06/10	2	10	21	35	43	54
1186	09/06/10	7	8	12	13	15	41
1187	12/06/10	8	17	19	40	43	49
1188	16/06/10	9	20	44	52	59	60
1189	19/06/10	14	21	27	31	35	50
1190	23/06/10	10	11	19	37	53	56
1191	26/06/10	3	11	16	22	25	33
1192	30/06/10	17	20	49	52	57	59
1193	03/07/10	2	9	12	14	32	54
1194	07/07/10	6	13	24	41	50	53
1195	10/07/10	17	20	26	27	55	57
1196	14/07/10	3	6	19	20	58	60
1197	17/07/10	36	37	39	49	54	60
1198	21/07/10	22	29	36	41	48	58
1199	24/07/10	16	19	23	28	39	58
1200	28/07/10	3	10	11	39	54	56
1201	31/07/10	28	32	36	49	55	60
1202	04/08/10	8	9	11	48	53	60
1203	07/08/10	7	9	30	33	38	55
1204	11/08/10	5	10	25	39	43	52
1205	14/08/10	4	13	14	26	29	35
1206	18/08/10	2	6	11	36	37	48
1207	21/08/10	9	11	22	32	35	56
1208	25/08/10	1	12	20	26	45	54
1209	28/08/10	5	14	17	30	35	38
1210	01/09/10	3	7	9	10	31	34
1211	04/09/10	3	15	31	36	48	54
1212	08/09/10	2	23	33	35	40	50
1213	11/09/10	3	11	26	34	45	53
1214	15/09/10	5	29	30	36	41	48
1215	18/09/10	10	25	30	47	50	51
1216	22/09/10	4	7	13	25	27	58
1217	25/09/10	5	11	15	28	43	50
1218	29/09/10	10	23	29	31	33	46
1219	02/10/10	2	33	34	37	41	53
1220	06/10/10	5	15	43	48	52	55
1221	09/10/10	5	14	37	43	46	58
1222	13/10/10	5	8	19	26	48	57
1223	16/10/10	15	17	35	42	47	48
1224	20/10/10	19	21	27	41	53	57
1225	23/10/10	31	32	34	40	50	55
1226	27/10/10	10	31	40	50	55	56
1227	30/10/10	4	28	30	31	35	54
1228	03/11/10	10	23	36	50	52	60
1229	06/11/10	12	30	32	40	49	60
1230	10/11/10	9	12	19	22	35	37
1231	13/11/10	5	20	23	27	39	49
1232	17/11/10	8	11	12	15	18	22
1233	20/11/10	22	29	32	49	54	59
1234	24/11/10	3	5	19	24	30	35
1235	27/11/10	10	16	20	26	49	55
1236	01/12/10	3	8	17	20	38	53
1237	04/12/10	5	18	21	26	39	59
1238	08/12/10	13	14	24	39	40	45
1239	11/12/10	1	15	37	39	48	52
1240	15/12/10	8	9	12	22	42	49
1241	18/12/10	10	13	25	26	28	45
1242	20/12/10	11	34	45	48	51	54
1243	22/12/10	9	19	23	29	32	57
1244	24/12/10	2	8	15	25	34	45
1245	31/12/10	2	10	34	37	43	50
1246	05/01/11	10	37	40	43	57	59
1247	08/01/11	3	9	11	24	36	51
1248	12/01/11	20	33	34	57	58	60
1249	15/01/11	3	8	36	40	51	53
1250	19/01/11	1	2	24	40	51	59
1251	22/01/11	5	27	34	46	48	52
1252	26/01/11	2	14	35	39	49	51
1253	29/01/11	2	17	23	43	44	51
1254	02/02/11	7	9	14	18	29	39
1255	05/02/11	5	23	38	39	51	54
1256	09/02/11	26	33	35	38	43	53
1257	12/02/11	2	15	26	27	30	52
1258	16/02/11	11	26	47	55	57	59
1259	19/02/11	4	6	39	46	54	58
1260	23/02/11	19	23	29	31	41	53
1261	26/02/11	10	14	22	41	42	53
1262	02/03/11	5	7	8	9	11	39
1263	05/03/11	4	18	26	36	41	53
1264	09/03/11	4	17	36	37	51	56
1265	12/03/11	13	19	24	46	50	60
1266	16/03/11	6	10	33	39	42	60
1267	19/03/11	4	20	30	41	47	58
1268	23/03/11	3	16	17	44	53	60
1269	26/03/11	4	5	15	17	27	51
1270	30/03/11	5	9	24	31	33	42
1271	02/04/11	1	2	39	48	52	59
1272	06/04/11	13	26	27	28	35	52
1273	09/04/11	13	19	26	40	58	60
1274	13/04/11	13	17	21	39	40	59
1275	16/04/11	2	14	48	55	58	60
1276	20/04/11	5	9	11	22	36	40
1277	23/04/11	12	18	31	50	59	60
1278	27/04/11	4	16	24	25	30	56
1279	30/04/11	8	14	29	35	36	40
1280	04/05/11	6	10	16	20	29	54
1281	07/05/11	8	11	14	30	36	38
1282	11/05/11	4	23	39	52	55	56
1283	14/05/11	8	30	40	44	59	60
1284	18/05/11	20	21	26	29	31	36
1285	21/05/11	10	15	28	31	33	38
1286	25/05/11	2	5	28	33	51	52
1287	28/05/11	11	12	31	33	42	52
1288	01/06/11	17	30	32	40	42	56
1289	04/06/11	1	3	8	13	27	52
1290	08/06/11	2	3	14	23	34	50
1291	11/06/11	18	40	47	54	57	58
1292	15/06/11	9	11	23	30	31	54
1293	18/06/11	1	13	24	40	44	50
1294	22/06/11	4	6	29	48	50	51
1295	25/06/11	2	5	15	20	43	57
1296	29/06/11	10	14	43	46	49	53
1297	02/07/11	2	5	11	13	56	59
1298	06/07/11	14	15	30	53	55	60
1299	09/07/11	8	22	32	43	53	56
1300	13/07/11	43	44	46	53	54	59
1301	16/07/11	3	16	23	25	51	56
1302	20/07/11	2	10	15	44	56	57
1303	23/07/11	8	19	46	51	52	54
1304	27/07/11	7	14	15	20	23	35
1305	30/07/11	3	5	11	36	44	46
1306	03/08/11	6	19	22	34	43	45
1307	06/08/11	7	10	32	43	47	54
1308	09/08/11	7	8	24	30	33	47
1309	11/08/11	7	12	25	26	32	39
1310	13/08/11	8	9	14	32	53	59
1311	17/08/11	7	9	12	19	45	54
1312	20/08/11	5	20	22	28	29	30
1313	24/08/11	1	4	26	39	43	49
1314	27/08/11	38	42	44	52	58	60
1315	31/08/11	1	27	29	38	50	52
1316	03/09/11	8	13	25	34	42	48
1317	08/09/11	6	13	29	30	35	37
1318	10/09/11	11	14	16	28	34	46
1319	14/09/11	4	5	16	18	27	51
1320	17/09/11	17	24	25	38	41	55
1321	21/09/11	10	47	51	53	59	60
1322	24/09/11	10	21	43	47	53	55
1323	28/09/11	6	15	25	37	48	55
1324	01/10/11	18	29	31	44	51	57
1325	05/10/11	2	5	16	20	35	43
1326	08/10/11	10	11	18	19	30	50
1327	13/10/11	16	35	36	41	52	54
1328	15/10/11	10	23	27	43	53	59
1329	19/10/11	7	8	11	39	43	50
1330	22/10/11	8	18	21	30	48	49
1331	26/10/11	9	24	26	39	46	57
1332	29/10/11	3	5	13	24	35	59
1333	03/11/11	25	26	28	33	42	51
1334	05/11/11	1	6	8	10	25	27
1335	09/11/11	3	14	20	22	49	51
1336	12/11/11	1	32	38	47	51	54
1337	16/11/11	2	20	35	38	45	51
1338	19/11/11	1	18	19	33	43	60
1339	23/11/11	7	10	14	16	54	59
1340	26/11/11	13	21	30	36	59	60
1341	30/11/11	1	11	20	37	40	52
1342	03/12/11	5	7	42	46	50	60
1343	07/12/11	19	20	31	42	51	56
1344	10/12/11	8	19	21	36	42	59
1345	14/12/11	7	17	19	26	40	50
1346	17/12/11	12	32	40	47	48	59
1347	20/12/11	9	19	45	46	54	56
1348	22/12/11	7	12	38	39	45	56
1349	24/12/11	9	19	20	50	51	60
1350	31/12/11	3	4	29	36	45	55
1351	04/01/12	13	33	36	41	50	56
1352	07/01/12	9	18	24	35	36	59
1353	11/01/12	3	11	13	27	32	47
1354	14/01/12	2	8	38	42	48	49
1355	18/01/12	11	17	24	39	46	49
1356	21/01/12	6	13	21	22	31	46
1357	25/01/12	1	19	24	26	52	55
1358	28/01/12	3	15	16	35	37	47
1359	01/02/12	6	10	12	17	28	53
1360	04/02/12	2	16	17	25	50	54
1361	08/02/12	23	27	30	37	38	44
1362	11/02/12	2	12	19	22	36	58
1363	15/02/12	25	35	42	45	52	57
1364	18/02/12	10	13	20	40	44	53
1365	22/02/12	2	24	26	32	35	50
1366	25/02/12	12	27	37	44	54	59
1367	01/03/12	2	7	13	29	38	43
1368	03/03/12	10	21	26	29	32	38
1369	07/03/12	5	16	24	32	38	46
1370	10/03/12	2	4	5	27	49	59
1371	14/03/12	3	4	8	11	47	49
1372	17/03/12	3	36	40	46	58	60
1373	21/03/12	7	27	39	52	55	57
